"","MEblue","MEgreen","MEred","MEturquoise","MEblack","MEbrown","MEtan","MEyellow","MEpurple","MEsalmon","MEgreenyellow","MEmagenta","MEpink","MEgrey","treatment"
"DF9F_141",0.0352303599514151,0.0135569120358635,-0.0237014330620967,-0.00206396623448974,0.0534208233839741,0.0121985316464397,-0.0253797789846863,-0.0635461841905261,0.0314238775931707,-0.0362235248220298,-0.00305002878739389,0.0305144070054311,-0.0174909826511143,-0.0150513765272657,"DF9F_141"
"DF9F_142",-0.0144907531703,0.00324728180142498,-0.0371352227762467,-0.0473245511559372,0.0798090587970989,0.0185068164585863,0.0168745676244507,-0.0165407459452367,0.0285905632089037,-0.0443839527198647,0.0154909411368201,0.0317502622511329,0.0131556638188655,0.0373108711264655,"DF9F_142"
"DF9F_143",-0.017463709857219,-0.0414879511145581,-0.0830726986737008,-0.0977112015533399,0.104873494446294,0.0636971122806267,0.0516460587086514,-0.0378019999852167,0.0169931922435198,-0.00666412689568808,-0.0295571581049202,0.0551992137144335,-0.00613718592993697,-0.00593012615014738,"DF9F_143"
"DF9F_144",0.0115981071951201,-0.0248067961767845,-0.0741445630518309,-0.0551358857802566,0.0580666657011986,0.0631031486617863,0.0219442187903675,-0.0469413134735067,0.0362276644626161,0.0183660186658947,-0.0674595227452636,0.056468906210316,-0.0129389696352161,-0.0473813526236195,"DF9F_144"
"DF9I_117",0.0619325388554468,-0.0472800242399681,0.0172516044813867,0.0552443919270202,0.139994348118042,-0.027725933349165,-0.0706673232099616,-0.0869809565362276,-0.0821314473487871,-0.12453470996652,-0.0979232287838862,0.0287070413515253,-0.0289938613368482,-0.0318459532228705,"DF9I_117"
"DF9I_118",-0.0350354127530497,-0.0789899806044309,-0.0638544404341288,-0.0846408178059709,0.121680243747053,0.0455917220565093,0.0439269346473689,-0.00406932827512167,0.0318898188344469,0.00596237771347232,-0.0740875978112256,0.0491456707287887,0.010787856398016,-0.00490540593788587,"DF9I_118"
"DF9I_119",-0.0148152607214512,-0.0342648497429254,-0.0626267568837399,-0.066632439810174,0.120509224811916,0.0445792463601526,0.0351396870031414,-0.0199120699277839,0.0213362787820471,-0.0126045765905908,-0.0119333258638172,0.0385621967864087,-0.00602196102407719,0.00824632494089554,"DF9I_119"
"DF9I_120",0.0175887778217049,-0.0653969607642421,-0.0553620287172916,-0.0229089388918653,0.0927895617042351,0.0464649860199341,0.0322492609604577,-0.03847901046649,0.0991184085804949,0.000225198789965797,-0.109006275317918,0.0303122743529776,-0.0127013716085239,-0.014167913328146,"DF9I_120"
"DFB3_100",0.00273951951204799,-0.0298543860852652,-0.0741770648895996,-0.0548903539083324,-0.0561885435149515,0.0823631749934635,0.0545895911702428,-0.0182044963134525,0.107658994796562,0.100344386327162,-0.0940543170261749,0.0205851553126056,-0.017784621316941,0.0107049982727287,"DFB3_100"
"DFB3_97",0.0917066769051286,0.00724350770362554,-0.000510247662123142,0.0657749121673974,-0.00364558267754788,0.00428048425298164,-0.0473055855925296,-0.0951043119980961,-0.0164322029940337,0.000243751198436899,-0.0787247242933336,0.0230516255923858,-0.0451745276669748,-0.0303699422468474,"DFB3_97"
"DFB3_98",0.0589708843525214,-0.00539039672140566,-0.0339259758028519,0.0349910669040638,-0.0170042018061542,0.0318588393690468,0.0128312672719106,-0.0698699457595988,-0.0104087052519697,0.00597445505944002,-0.0825623609889269,0.0198985796837347,-0.0316119964054627,-0.0109236769392988,"DFB3_98"
"DFB3_99",0.00333125104647331,-0.0133572273230743,-0.0341069534906495,-0.0274551563579978,-0.0513522907879952,0.0167365104535603,-0.0832614425190195,-0.0147331577796294,0.0730337180319284,0.0739081958353703,0.0832219292917232,0.0259521574791076,-0.00337066111038165,0.0324932318847843,"DFB3_99"
"DFG1_133",-0.0049295955875722,-0.082045661722196,-0.0493300322101439,-0.077856616620411,0.1437212460904,0.0121817071142551,0.0017647524967895,-0.0435657495768543,-0.042379517516343,-0.0462544443916149,-0.124920733474007,0.0566419947348971,-0.00805146780145625,-0.00353281286126066,"DFG1_133"
"DFG1_134",-0.03518703097378,0.154153501428118,-0.00281198114962113,-0.0419866076492109,0.0664930788240903,-0.00634161793706289,-0.0175755178451365,0.000541840099349496,-0.0120116444528181,-0.0692805169364142,-0.102083786201328,0.0199831390329938,0.0304242579093953,0.0561328218361881,"DFG1_134"
"DFG1_135",-0.0537432835256621,0.134866960569131,-0.0390944985888601,-0.0777764379876529,-0.0341559362755994,0.0273740549365129,-0.00925065129652936,0.0240132426047738,0.233692013036631,0.0607749269754465,0.0889096612164175,0.0149749651769009,0.0389030585189569,0.032027829081421,"DFG1_135"
"DFG1_136",-0.0329915834620749,-0.0366595336297473,-0.0841752511478785,-0.089227892836713,0.0643673036465426,0.0734443901297312,0.115646325760854,-0.000467285308387948,0.153605309545357,0.0379549991295754,-0.139921198697028,0.0237018809191687,0.00154170703063949,0.0149176255943125,"DFG1_136"
"DFI0_21",0.0744227348878837,-0.0264977553224548,0.0379219887977496,0.0927854420618736,0.225184483913802,-0.0385135622197822,-0.00890745904752033,-0.0804968590709258,-0.153491750498103,-0.276509794387425,-0.0511443675457736,0.0115525539065886,-0.0251483751836952,0.0213750520995243,"DFI0_21"
"DFI0_22",0.0825507336116579,0.012439697502296,0.0453268828992506,0.0885631554151914,0.201040145067338,-0.0522464284259162,-0.0640468151213671,-0.0884761930224889,-0.18374833845649,-0.27700680320396,-0.110264751410947,0.0189087701417419,-0.0252725051724377,-0.00933897904092388,"DFI0_22"
"DFI0_23",-0.0161342388123969,-0.0265284580489124,-0.0385296040228313,-0.0507152401579841,0.180935320870899,0.0351053186131238,0.0510473756348375,-0.0157036189860266,-0.0638086042624676,-0.124090839477352,-0.0985442499949816,0.0343969315844052,0.00741594644672787,0.0325387990541782,"DFI0_23"
"DFI0_24",0.0169051012320569,-0.0643623276762614,-0.0456526150703123,-0.0302466418625745,0.216320957492287,0.036254113002827,0.0423178264067378,-0.0504039965528322,-0.123687354890008,-0.136115702731116,-0.0810774429064605,0.0534387451866407,-0.0152843537471302,-0.0337122918561382,"DFI0_24"
"DFJ3_121",0.0647605223491836,-0.0577590241987404,-0.00538526329680173,0.0327999461223473,0.0659104500212342,-0.00571020336591461,-0.0279402999619659,-0.0887666439450977,-0.059943893113398,-0.0331641089418061,-0.037018495259695,0.0337797368241623,-0.0411979378289927,-0.0508164113779056,"DFJ3_121"
"DFJ3_122",-0.0161245082825217,-0.0956719580684882,-0.0761680354070635,-0.0811489034772782,0.0657443822774006,0.0628035304973689,0.0885518620422431,-0.0290625033849287,-0.0517435960884089,0.030844291339149,-0.0598727252818319,0.0400805951650517,-0.0070396008927741,-0.0160366464857696,"DFJ3_122"
"DFJ3_123",-0.0494713790524769,-0.0539209792868735,-0.0691383374155757,-0.0966035986664416,0.018147178361803,0.048319464568935,0.0443351439008112,0.0161544833787413,0.0320421400025762,0.0724078712313565,0.0417769236210227,0.0364948501920582,0.00923105427794028,-0.0146883093436748,"DFJ3_123"
"DFJ3_124",-0.0686682907829484,-0.106919961741045,-0.102604282715343,-0.144596127183276,0.0318056269916629,0.0691817863250471,0.0730500075886975,0.00737684197669862,0.00871067737575268,0.083480613070843,-0.0715214923742897,0.0509659016897956,0.00138400604936073,-0.0458917019313572,"DFJ3_124"
"DFL6_129",0.133422394930602,-0.00693829816020794,0.0701158795728021,0.131324429586457,-0.041235501860081,-0.0353022602618003,-0.0703748505158015,-0.0866800366084985,0.0682339745702924,-0.0483009269718038,-0.109194260876765,-0.0105205017247963,-0.0341367743792889,-0.0207272292581623,"DFL6_129"
"DFL6_130",0.0781208241003991,0.0212937049357121,0.00822826527056481,0.0731519991883438,-0.0326114779997163,0.00471734288400118,-0.00710714501484893,-0.0772434664616789,-0.0258694837862607,-0.0224645807633973,-0.11964928358959,0.00391365760792119,-0.029768681309362,-0.0350828434601774,"DFL6_130"
"DFL6_131",-0.00500970348575167,-0.0310379084809402,-0.0435316858181036,-0.0417942274697227,-0.0331798154406681,0.0489583876012363,0.0437002459534086,-0.0141155964943981,0.0873971110605583,0.059323751927854,0.0171467832151009,0.015936685704402,-0.00346745110222303,0.0208030184798265,"DFL6_131"
"DFL6_132",0.0621120877211252,-0.0338441685013538,0.00136997028833743,0.0527801690608478,-0.0424498596344834,0.0143138332614514,-0.00714193664394919,-0.0571803754416962,0.0539732344155494,0.0105906549318107,-0.130355912581179,0.00103394846672771,-0.0235363520706574,-0.0208343028691176,"DFL6_132"
"DFTA_85",-0.261482892493178,0.00698777053175378,0.248465152826474,0.0015142846674211,-0.025210725984299,-0.31804182477523,-0.0251853865995938,0.270402629233777,-0.0792070690740744,-0.128040818972481,-0.066047945061764,-0.0836719380165779,0.163740009883369,-0.145972169407668,"DFTA_85"
"DFTA_86",0.0109398409325428,0.294632912056876,0.17565655147668,0.150209750583977,-0.0541656056526146,-0.116214657691444,-0.0904425608127329,0.0618446480913514,-0.017837940560367,-0.0954093256814304,-0.0503272832573876,-0.0731040197581764,0.0648606761980472,0.0490006494531845,"DFTA_86"
"DFTA_87",-0.197727049674755,0.201205169243772,0.207523338378358,0.0220829443412871,-0.2047888071895,-0.221647297450355,-0.0953954631186844,0.271360754625514,0.2148358917949,0.0588515100767636,-0.030261972615067,-0.0922465431100508,0.158145305207327,0.0433478150082006,"DFTA_87"
"DFTA_88",0.0991400254416732,0.121142676021026,0.0685392292063375,0.133213701205488,-0.0100094386119827,-0.0290335048965167,-0.0119259144858018,-0.0461936102262541,0.0539084538855608,-0.0662870505046145,-0.0636857716543567,-0.028616315389144,-0.0173807142093739,-0.040299397211491,"DFTA_88"
"DFVJ_1",0.174784262602429,0.012522132953451,0.098830139959363,0.200619259794579,0.0919316089232003,-0.0679702143147758,-0.0967665846660249,-0.130337464108474,-0.0595620346601162,-0.216457204066211,0.106928076562307,-0.0212753032793973,-0.0572622618342584,0.00245065707056476,"DFVJ_1"
"DFVJ_2",0.0374896796121503,0.0787000447793967,0.0674048845015474,0.103453621463724,0.0690089093086932,-0.0597591230492883,-0.0359900190387613,-0.00872236974324312,-0.0050053089796765,-0.13282645168717,0.101887936978325,-0.0522654682356358,-0.00305409671490165,0.1421375264037,"DFVJ_2"
"DFVJ_3",-0.0100466890577774,0.0288209146619449,-0.029557923465311,-0.0170506472031562,0.0459712800206664,0.0179286027427049,0.0348322866741365,0.0086685250639859,0.1199996708188,-0.0289676142128202,0.0517317794666358,-0.00734387375256284,0.0118409354460759,0.0776091170017099,"DFVJ_3"
"DFVJ_4",0.0263021594881655,0.0116479616213622,-0.0192823449250068,0.0108324772809362,0.079637376561245,0.0183219734474762,0.00988725772267976,-0.0331654644972322,0.0433015237419197,-0.0515388319650878,-0.00783374062577872,0.0117045899960455,-0.0147407597832283,0.00886812090250472,"DFVJ_4"
"DFWG_101",0.219239510352006,0.0591426178828538,0.116720363767134,0.214329253472129,0.0250952794287529,-0.0752786893337075,-0.161854930492861,-0.164578612442049,-0.065861762647859,-0.144270426760296,-0.0407782009316692,0.00702160781354331,-0.0627193892587302,-0.0699502796445493,"DFWG_101"
"DFWG_102",0.0785203582169103,0.126135191155028,0.00231100056055453,0.0621401247002357,0.00379019039936975,-0.0159501879749382,-0.0773373598402219,-0.10623348174082,0.0631671890459501,-0.0406886798766131,-0.0860151174610614,0.0236701136739541,-0.0276919989256112,-0.0676670640374805,"DFWG_102"
"DFWG_103",0.0483229994391093,0.0710005908130082,-0.0146304042327579,0.0409352392845998,-0.0196246409952622,0.0152152895217706,-0.0322936672891085,-0.0423600904718721,0.0969722455647063,0.0258777329682169,-0.000180851104099992,0.0100088583215886,-0.00661193329859064,0.00220782279723738,"DFWG_103"
"DFWG_104",-0.00821589972742328,-0.0533562526007822,-0.109230261100126,-0.0917592434226775,0.0352741345997928,0.0912484406888127,0.0783462866137662,-0.0270472850361916,0.0481181759457216,0.0826381678397161,-0.046296877981042,0.0589999332814278,-0.0104709024818383,-0.0612003213772673,"DFWG_104"
"DFX6_5",-0.048589134013948,-0.0172931378073252,0.110746369286982,0.0466242712839673,-0.00457031021158067,-0.107081370485826,-0.0295611193318982,0.0802962001236568,0.00358804353444149,-0.0562940812815619,0.0086356790249828,-0.0344944247178384,0.0520218501944213,0.0701221695408517,"DFX6_5"
"DFX6_6",0.152395221345468,0.211237042428723,0.0986241880959122,0.183423890877273,-0.0085197577571308,-0.0318208300865809,-0.0713162204570846,-0.108048024124759,-0.0804930722629186,-0.118181587185909,-0.0522682083153682,-0.0214976897579178,-0.0332859545049947,-0.0281827597327129,"DFX6_6"
"DFX6_7",0.00669052137048111,-0.0192854261588311,-0.0580200548366659,-0.0382650004895789,-0.0109551719535221,0.0777389560196382,0.090281235397972,-0.0178444325000855,0.0250143867393214,0.0464683015213076,-0.0669134301961076,0.00678201356089227,-0.0156739156889812,0.040345961434369,"DFX6_7"
"DFX6_8",-0.0350492825390589,-0.0758930129407056,-0.0855127526472024,-0.0937006772294513,-0.00122926257912495,0.0904960389525727,0.0960649144585131,-0.0020043425822661,-0.0228190867551242,0.0692716517426223,-0.0160440884248904,0.0336103745233797,-0.00599889729310014,-0.0185676193439569,"DFX6_8"
"DFXH_25",0.0662091961541288,-0.0585314965733482,-0.0341313633067079,0.018275193820224,0.184189271572846,0.00289797954921648,-0.0265132390270998,-0.0902036522644021,-0.100566920565295,-0.143507022430416,-0.0304698246414802,0.0507079301567972,-0.0289377330012225,-0.0350373566506813,"DFXH_25"
"DFXH_26",-0.114971688881485,-0.0717886079502626,0.0194026952873224,-0.132886600519342,0.124735577927274,-0.103717577682698,-0.254881368437378,0.105749601613211,-0.0332054404690313,-0.00528116133092337,0.0230603510646894,0.0311657451523632,0.0761549953121479,0.171902908727282,"DFXH_26"
"DFXH_27",-0.0637554615395305,-0.0633349019824484,-0.102431934467145,-0.129330233171358,0.0737605169497417,0.0803344821629161,0.0991353655460968,0.040384199039696,0.107487892523282,0.0539682284930406,-0.0400387656900263,0.0195492163399349,0.0199572990929724,0.046183742208746,"DFXH_27"
"DFXH_28",-0.046946473693297,-0.104586284583003,-0.110619254226403,-0.14274556952184,0.124119363997615,0.0670040721228706,0.0522809129959683,-0.00805378861636576,0.00362518158411675,0.0141128116007002,-0.0692528977891176,0.0556778688810691,0.0012550910285986,-0.00829159727132278,"DFXH_28"
"DFXL_17",0.0548617648439126,-0.0407199701204438,-0.016569172728029,0.0453691370036545,0.160217224723533,0.00747186733666845,0.0207527949078018,-0.0672037837279674,-0.0948830972889103,-0.129801708151891,-0.00457815395524848,0.0208944392374825,-0.0240485412617736,-0.00455834236959923,"DFXL_17"
"DFXL_18",-0.0267763560817314,-0.0645123491838867,-0.0297430909208617,-0.0366529533867402,0.157564434294457,0.0278076351335004,0.0684792721168996,0.012706406287714,-0.0516921176347062,-0.0735140866444552,-0.0443650942288133,0.0262696720872288,0.0107669055420109,0.0284835638875101,"DFXL_18"
"DFXL_19",-0.00377834682819965,-0.0166368176856364,-0.0287544219070145,-0.0305575445531925,0.111627962225774,0.0358944413450814,0.056249926224878,-0.0153681385256125,0.00627337963730105,-0.0537740988839544,-0.0106587913187558,0.0206966914436427,0.000558446945550085,0.0238207426701204,"DFXL_19"
"DFXL_20",0.00111870791809991,-0.0571362837170764,-0.052650066487429,-0.047132212095701,0.175610592248391,0.0550023255632646,0.0775182427270014,-0.0204406637397035,-0.0764013740527641,-0.0721212206134011,-0.039562275503278,0.0459371679500829,-0.00468224351529906,0.00103584934213215,"DFXL_20"
"DFZ4_93",-0.0237578258384235,-0.0509787628868057,-0.0176700025605062,-0.0456220088096255,0.0605791279329124,0.00218537987225808,0.0122565180801101,0.0170192989656275,0.0165115673909567,-0.00457798866838001,-0.0762120513308927,0.0304151995514691,0.0125108495614146,-0.0335125477851326,"DFZ4_93"
"DFZ4_94",-0.355613482637712,-0.104277459277696,0.253864117449197,-0.0576692175415287,-0.0765655071091484,-0.371311145416599,0.150006213932916,0.367042687514514,-0.0538471361873015,-0.175626374904122,-0.00731515915224179,-0.128498530509952,0.200143167298354,-0.488686253214562,"DFZ4_94"
"DFZ4_95",-0.355433672919328,-0.101951975994489,0.283247457458797,-0.0242028597070857,-0.0653474147145355,-0.391400550255109,0.039730516262428,0.341364020351198,-0.078877037628655,-0.227158150228026,0.0151401654409904,-0.143569412690933,0.184027703180944,-0.333942299035023,"DFZ4_95"
"DFZ4_96",-0.0341539821419571,-0.0919137074735016,-0.115841925205356,-0.12742395828095,0.069749396109222,0.0978178871503308,0.0845759371695292,-0.0276179213374707,0.00761720671748339,0.0432229456663596,-0.0428432124025221,0.0484703104412798,-0.0129535193720241,-0.0594060547199207,"DFZ4_96"
"DG02_125",0.0631438592032136,-0.0110579079356065,0.0406984855551072,0.0767711993492056,-0.0436945760448901,-0.0200142079951066,-0.00372933672782465,-0.0495030904618938,-0.0820236381088895,-0.0608686563435744,-0.0500030853043583,0.00648150680842622,-0.0118220861562749,-0.0340125245049992,"DG02_125"
"DG02_126",0.0535139995029391,-0.0235834165326112,-0.00838884312739792,0.0484716717488984,-0.0324663573006465,0.0283429603971132,0.0550945991219982,-0.050870873262676,-0.0327628736756097,-0.0144109226591598,0.00520225495565151,0.00796629374696759,-0.0147958082135408,0.0174560128375286,"DG02_126"
"DG02_127",0.0457486597548452,-0.0221279822942168,-0.023968675759994,0.0230554077246197,-0.060987779560242,0.0286342488625872,0.0056924516861869,-0.052305853154239,0.0207491050452833,0.0232265408503708,-0.0298412042523507,0.0256042357706835,-0.014231363182642,-0.0310975893510762,"DG02_127"
"DG02_128",0.0873247893659279,-0.031955505016717,0.00443498660159521,0.0683352983249744,-0.0437175001598071,0.00826043157080237,0.00389244282092118,-0.0720241574927799,-0.0278163391758642,-0.0151987362927792,-0.0858425238518583,0.0155760150827712,-0.0305455403870106,-0.0463664581996965,"DG02_128"
"DG05_10",0.107453796962633,-0.049362665929442,0.00320934423820051,0.087215447270075,0.0236019841781396,0.0157890485482494,-0.0250853337062372,-0.0977609648704307,-0.0859636285415994,-0.039995719379526,0.0892089343683642,0.0115235365324261,-0.034766560468613,-0.0360688797965175,"DG05_10"
"DG05_11",0.119375060522445,0.0511993833276647,0.0594438098426567,0.154032641891851,-0.0811694087014358,0.0214748899548188,0.0476357330243871,-0.0575281630875459,0.0304018628398813,-0.0168846733347919,-0.0167848279675886,-0.0654169226601088,-0.0325931313162694,0.0454194850089179,"DG05_11"
"DG05_12",0.0415656570253514,-0.053545383241186,-0.045469208116358,0.000849054253511769,-0.0445383319807103,0.0639194926051137,0.0559813011908952,-0.0436465496272084,0.0416813790289336,0.0554476628058813,-0.0128865851030369,-0.00202912878633596,-0.0250457416165262,0.0274444851235021,"DG05_12"
"DG05_9",0.116655310714771,-0.0542393816366004,0.0143842666253537,0.0936746109791051,0.0180406332343171,-0.0117576722314269,-0.0615998608027688,-0.0948883750468285,-0.0527177176555556,-0.0337038594391339,0.114415820709135,0.0110815761008722,-0.0390502002925307,-0.0100495943128353,"DG05_9"
"DG49_137",0.0301661976032163,-0.0337294582304067,-0.0334876772843537,-0.0294304769273034,-0.0433309098551343,0.0334050054836813,-0.0276756291780128,-0.0480607865384452,0.0528428420950513,0.0297554610015075,0.0210385524312586,0.0529282310110225,-0.00938172820603489,-0.0455162894500719,"DG49_137"
"DG49_138",0.162252945041209,0.0962810010090629,0.148579042319218,0.196018832526944,-0.103572805473274,-0.0736606835050966,-0.104276516705908,-0.0906161510347867,-0.069937139452294,-0.0903160914052933,0.223530368454971,-0.0333209958680969,-0.0233081662985461,-0.0225510316942471,"DG49_138"
"DG49_139",0.0397712380263708,-0.0267390043271795,-0.0113193953806055,0.00446978372942153,-0.0739675867169552,0.0320851525285119,-0.0149883212439197,-0.0345949545015978,0.0410797503671297,0.042504867475179,0.0677226606758703,0.0237154743379923,-0.0111249050730282,-0.026257624764814,"DG49_139"
"DG49_140",0.0668205941945761,-0.0089718411419537,-0.0100822985965245,0.0353093014109926,-0.0540209447423662,0.0197721144867215,-0.0336597280853572,-0.0555152763180996,0.0216152508047515,0.0173414048505216,0.0130415203585181,0.0264307503784419,-0.0194517994392647,-0.047914428094588,"DG49_140"
"DG75_105",-0.0646690763527214,-0.0811735334739434,0.0167147999133272,-0.0805919698670425,0.0262637824062128,-0.0772174357676255,-0.268868036561364,0.0423580352214633,-0.0421334099482799,0.0728449504484176,0.0697572303489032,0.0531650418580679,0.02843981443093,0.113749840301308,"DG75_105"
