"","MEblue","MEgreen","MEred","MEturquoise","MEblack","MEbrown","MEtan","MEyellow","MEpurple","MEsalmon","MEgreenyellow","MEmagenta","MEpink","MEgrey","treatment"
"DG75_106",-0.00884724018253633,0.233205048438485,0.0322919768377026,0.0196860104492269,-0.00510917096620364,-0.00597711603816564,-0.00327358429063089,-0.00581081383753152,-0.0936235747010377,-0.0497634336863806,-0.00564205380505549,-0.00639722193890023,0.028867811544599,0.0405122614610868,"DG75_106"
"DG75_107",-0.0850068100682893,0.0845617682236209,-0.0479216246546389,-0.127751714181751,-0.0709426916025355,0.0405166638348189,-0.00623218390030259,0.0510205901121168,0.176284507731031,0.127170539071884,0.215154010700047,0.0413487882107167,0.0532430511239223,0.0109666164149092,"DG75_107"
"DG75_108",-0.0312213857328147,-0.0283502657391084,-0.0872084628069734,-0.0957750888820775,0.0415541367287603,0.0638027986360601,0.0520638892410895,-0.0175111763640805,0.0333119109804849,0.0588672100394095,-0.108146896547463,0.0432931896179979,-0.0149944782093325,-0.0229773285517604,"DG75_108"
"DG82_81",0.0144830196736718,-0.072617650169474,0.175349795093719,0.113898929163859,-0.0869829209096858,-0.187913234519251,-0.173534142840846,0.00269204181410874,-0.0757894967885146,-0.0413544844570604,-0.00189332450169191,-0.0385538389312295,-0.00861415375919908,-0.0615954987103248,"DG82_81"
"DG82_82",-0.0167994877142843,0.0116196340886017,0.173494708580371,0.142571269198413,-0.127735505553507,-0.19085334333794,-0.160953217099931,0.0481558113319787,-0.124740521008933,-0.0544661293076861,-0.0393677268358477,-0.113700193474299,-0.00907405001138477,-0.0371570470341501,"DG82_82"
"DG82_83",-0.12939036990983,-0.0502133100615159,-0.00637532805990532,-0.0924976231907837,-0.128437566260539,-0.00337587303453174,0.073126359272896,0.119932823079905,0.0824478841098813,0.123022188726202,0.172254211989095,-0.0146371935051231,0.0425423440730716,0.0533335441540814,"DG82_83"
"DG82_84",-0.203418347814281,-0.11549875352403,0.101261327204144,-0.0914374647956878,-0.111889801218054,-0.11999319358155,0.016374973377306,0.225529637414934,-0.0316174910401225,0.0630963401207478,0.104295813506238,-0.0196358956983238,0.0970516621503097,-0.031004970451869,"DG82_84"
"DJF9_29",0.0585197815336421,-0.0441291482921093,-0.000860195682275968,0.0430378221325272,0.164670151053312,-0.00671719165553006,0.00102346358717149,-0.0626343306741387,-0.122547620474207,-0.146857512055481,0.0337282441476468,0.0225164623329063,-0.0186029003409297,-0.00306654554892118,"DJF9_29"
"DJF9_30",-0.00847835343441991,0.229344436439616,0.0259014917068918,0.0116990149647564,0.0946006584884688,-0.0172814136229127,-0.0247885108688412,0.00295829007598761,-0.0685780067758246,-0.0835838030177243,-0.0284522446405321,-0.00337111892876669,0.0247006837342523,0.0629668052717676,"DJF9_30"
"DJF9_31",-0.0520548223770639,0.219783072499861,0.00509342702607566,-0.0189704155868543,-0.0461166593598299,0.0298425025919146,0.0823062693495811,0.0743389535957219,0.260159847053739,0.0876164861541461,0.132639193729854,-0.0738573653680172,0.0396514188161516,0.126882759737992,"DJF9_31"
"DJF9_32",0.0257302040677211,0.00295047245315814,-0.0303902205270167,-0.000742279642077912,0.0882987163104592,0.0318676760648058,0.0334959903778132,-0.032174659585251,-0.035412399953289,-0.0344295822512399,-0.0890567939553369,0.0280204585793518,-0.0195869551045169,-0.031711588539152,"DJF9_32"
"HBN_41",0.0370930120419925,-0.0294176100247063,0.0275034218073126,0.0336732797284397,-0.0861837314648836,-0.0240372580160923,-0.0692699080437675,-0.0134021656338984,-0.031391235287862,0.0401304192197606,0.075181767213006,0.0191176023933605,-0.00837698621688517,0.0121735316878813,"HBN_41"
"HBN_42",0.0177706247006306,-0.00797740004433454,-0.00122932202023095,0.0396997314476049,-0.104113303142098,0.0277746620910351,0.0683364753917469,0.00630121734090034,0.0237172572599618,0.0462078033705568,0.0531295034897605,-0.0463365324178418,-0.00655789888159648,0.0678914888798647,"HBN_42"
"HBN_43",-0.0678043594951509,-0.0301046213538321,-0.0439098402432732,-0.105234183230167,-0.0741614933436418,0.0339295102147386,-0.00274500301969144,0.062588344099235,0.0667145941333792,0.101761605314107,0.124516182746467,0.0372648636373221,0.0265448396043412,0.0489681871774788,"HBN_43"
"HBN_44",-0.0983907990101686,-0.0305590077668893,0.00555791355379744,-0.0823087984343115,-0.106070597066871,0.011853925609606,0.00610614331798759,0.154572649384118,0.0717401430648578,0.149657296328208,0.0296290849331914,-0.012472481811429,0.0610165363243701,0.156981079784683,"HBN_44"
"HCA_77",-0.0186586544412789,-0.115356528842902,-0.113070888638559,-0.11923273552844,0.0703865850661199,0.0941767239104613,0.0813744922964618,-0.0327382433154802,-0.164329066902275,0.0501068035498136,-0.072406420688429,0.0812499201981575,-0.0205495054104623,-0.0941461018228744,"HCA_77"
"HCA_78",0.0229634115110883,-0.0231017034153794,-0.0330093109092351,0.0146950864497425,0.0176996444477673,0.0415990558699148,0.0486081994254325,-0.0273727536473695,-0.112615449652937,-0.00975740802673275,0.00846588886305934,0.018561396872248,-0.0215125441736258,-0.0342290493703353,"HCA_78"
"HCA_79",-0.0344327640985583,-0.0639315931259242,-0.0743773015881694,-0.109421015088391,0.0377421107617989,0.0575767188833673,0.00745897262163532,-0.00441698322608249,-0.0496526601923758,0.0426799157743067,0.206181821667762,0.0619494941416528,0.0109160895150257,-0.0349796944228484,"HCA_79"
"HCA_80",-0.051392338258976,-0.0509073097752897,-0.0542671866130949,-0.0865860726084183,0.155987857287973,0.0387911787738396,0.0556931963753364,0.024080937006125,-0.0663845810239175,-0.0551929737952078,-0.00795626058158165,0.0347763853784783,0.0282381477326933,-0.0130067819844223,"HCA_80"
"HCE_49",-0.00901377376466913,-0.0179130098578555,0.00938930290795465,0.00212707717056007,-0.0544849686689657,0.0217357564627179,0.0590273437099001,0.0355163387430926,0.0170493174519583,0.0408584096455577,0.00516176223141234,-0.0139342760005059,0.0186495955126605,0.0509820912616001,"HCE_49"
"HCE_50",0.0711524438257086,0.0719440891129699,0.0611459854110065,0.111275560860639,-0.0797608845029336,-0.0115174784200051,-0.0220742928908122,-0.0164461868820133,0.0115997109740796,-0.000641691956758868,0.0430236345026338,-0.0278526656715564,0.000909430130937771,0.0470134947031461,"HCE_50"
"HCE_51",-0.0123714850950493,0.0308909650221239,-0.0179065995550849,-0.01540400123725,-0.074503706988093,0.045560551132215,0.047477734513743,0.0316826714103674,0.0500085777673772,0.0628473148117642,0.0700847825259857,-0.00856277361940851,0.023493681384979,0.056641887596468,"HCE_51"
"HCE_52",0.0106697675145142,-0.0463027993829718,-0.0391441965165084,-0.0252837260782485,-0.0480021632730701,0.0603168338608254,0.0677712862062287,0.00537008753118305,0.0289297125151311,0.0922218373197343,-0.0439452545710415,0.00682714500900647,-0.00728097301552781,0.0104477386247432,"HCE_52"
"HCL_45",-0.0648754719870443,-0.108021626060378,-0.0784413800007429,-0.123521426158609,0.0723313548330692,0.0502436353036655,0.057982117559984,0.034763441661092,-0.0274376676952511,0.0613788076419586,-0.0230968978034502,0.0369199005768765,0.023543779267488,0.0235141254117973,"HCL_45"
"HCL_46",-0.0613955707268328,0.109424297058575,0.0124952985354238,-0.024136590635656,-0.00929079980440102,-0.0040794096341397,-0.00560883878123574,0.0604923292348142,-0.0176652931048531,0.0229851181952817,0.0411453804424809,-0.00437892824708146,0.0413945497355326,0.0985836014148575,"HCL_46"
"HCL_47",-0.0962334984491566,0.116248362264669,-8.41329084469862e-05,-0.0842179591385772,-0.0646575782606469,0.0115737489075873,-0.0035553350997121,0.104558422796808,0.195451596742876,0.121718522177709,0.206261402781986,0.00184458068940889,0.0774484866117033,0.0913643497899834,"HCL_47"
"HCL_48",-0.111481003057002,-0.0349430766026078,0.0581610973234456,-0.0686432880027287,0.020477536541473,-0.106137706648124,-0.214998306451274,0.158320211862734,0.0567653540050896,0.080699885475977,0.0310912283722275,0.0189266460235615,0.0927615314667642,0.166873425042882,"HCL_48"
"O5G_89",-0.0552349867992487,-0.0173245565675293,0.0519839700112635,-0.00345172898938868,-0.0373008253180568,-0.0473693056298051,-0.00497117490424165,0.0744835577883851,0.0542542814334835,0.0119296526363878,-0.0261585737585997,-0.0131554973824662,0.0471935767602151,0.0411559034283974,"O5G_89"
"O5G_90",-0.0570856965009605,0.0449956587278656,0.240619713115679,0.16815395036772,-0.12487124483203,-0.216140210447476,-0.0794379374766199,0.128171299391309,-0.0344970807398009,-0.124591565307072,-0.00886955254839961,-0.113147147456486,0.0810923005157341,0.0254236394965819,"O5G_90"
"O5G_91",-0.131397384570501,0.0373430881112679,0.140485022781698,0.0431169335439853,-0.11898199149222,-0.121541727816355,0.0240922543111621,0.205716494642979,0.112067080464361,0.0100335640154199,-0.0262460814075913,-0.073033980218524,0.108746943298878,0.0745072004084949,"O5G_91"
"O5G_92",-0.0673444794448071,-0.00250888138382156,0.132273182764932,0.0733347457678288,-0.113659113029044,-0.0955030848387871,0.028701697252828,0.127377626864126,0.0225228474651847,0.00243838267133458,-0.0470723601527201,-0.0797753494372303,0.059867430883408,0.0490117464362353,"O5G_92"
"O96_73",0.0653947056157367,-0.00522410644852589,-0.0151424453502624,0.0519378756349924,-0.0680480409203086,0.0208554277988746,0.00910210364184788,-0.0537318889396993,-0.0506414075754189,0.0424575868882975,0.146598820336584,8.86725949430758e-05,-0.0290241014370659,-0.000256499100003047,"O96_73"
"O96_74",-0.044191178351047,0.00528622264344617,0.13756579064055,0.0496792971854766,-0.138001117079365,-0.194756240642719,-0.472904456808195,0.0657033414573953,0.0186351839688199,0.0279540427926068,0.307356222633227,-0.00364372927755289,0.065096426229326,0.173667744164275,"O96_74"
"O96_75",0.00789086058240284,-0.0183392819717442,-0.00777609043775735,0.0203755881782431,-0.0779105276805392,0.0271486131802266,0.0269385773730597,0.025109576877637,0.0102383121329625,0.0605643470482398,0.180816265411967,0.00535620836778955,0.0163541079210756,0.0414787003581569,"O96_75"
"O96_76",-0.00788564104887158,-0.0579618153453615,-0.0549569045950702,-0.0263292063414441,-0.0767900101137141,0.0847969474225608,0.147935734883277,0.0291334928027146,9.16972067655167e-05,0.102130380466348,0.0255321495262265,0.000761350128147724,0.00232780689060204,0.0540968402736904,"O96_76"
"OHJ_37",-0.0618141567899129,-0.0533731206810557,0.0812312468241593,-0.0103069618477301,-0.0661794538807848,-0.114048376737242,-0.261427136183028,0.103569098082939,-0.0486163234187419,0.110760403351405,-0.0146314301879059,0.00636075198122334,0.0495309800142956,0.171209860212115,"OHJ_37"
"OHJ_38",-0.0321606549286443,-0.028350958999257,-0.0173326390210627,-0.0287018834535841,-0.089910009654169,0.0331063126727949,0.0471697489673664,0.0496313009061047,0.0180450673048151,0.106744917871984,-0.0852997376759462,-0.00386215787506382,0.0151766701387301,0.0857460034082237,"OHJ_38"
"OHJ_39",-0.0552092201189337,-0.0425985840426043,-0.0707983888300239,-0.109109890080015,-0.0905785268179036,0.0576504774734574,0.0403838142872847,0.0301551493496241,0.06765465190917,0.128229502419249,-0.0390599729035365,0.0392889364145774,0.00939120701987466,0.00917011565463694,"OHJ_39"
"OHJ_40",-0.0621252610698515,-0.074307513006996,-0.0841608365370856,-0.106927762133411,-0.0881099514404411,0.0827352933735555,0.0815870015091192,0.0424516291699328,0.00381864312981811,0.146866924897231,-0.0970372868683324,0.0382892188939312,0.00959395096192739,-0.0206488061526547,"OHJ_40"
"OMI_69",0.057743465480167,-0.086206469086822,-0.0658440973307455,-0.0341851862862277,0.0467525061041028,0.035169031515364,0.00160046479445479,-0.108789110903746,-0.0772073623948698,-0.0152061847065054,-0.0114903992760006,0.034410486432078,-0.0657418473300855,-0.113276770251286,"OMI_69"
"OMI_70",0.117924795981016,0.0287808960876417,0.0750815790154373,0.156715088221715,-0.00319917481288383,-0.0162869585987235,0.00402355184509488,-0.0715520666382414,-0.119468131775018,-0.113440257648504,0.133985206923739,-0.0371288253023462,-0.0242552011961828,0.0398547484580557,"OMI_70"
"OMI_71",0.00462833641091926,-0.0428736501299811,-0.0417946631224854,-0.0239499372644749,0.00225823739165642,0.0633286373091789,0.0511291130639577,-0.00360464762463922,-0.0224884750492621,0.0396967647360797,0.0397493860049037,0.0138199441539473,-0.000217219390209665,-0.00159346913304601,"OMI_71"
"OMI_72",0.016476151425523,-0.0868077111883618,-0.0829614111892153,-0.0480173871496887,0.0346623815084212,0.08264472356581,0.0958662537249808,-0.0352188013138196,-0.0586442968033757,0.0412620036432697,-0.0408079214318774,0.0430135997932244,-0.0141691972441672,-0.0576795159739115,"OMI_72"
"ONF_61",0.0655291339196994,-0.0395812622327833,-0.035352951769129,0.0232129593465431,0.0528122010174879,0.0281430755868856,0.00965670963551645,-0.0948767099595123,-0.11898517116539,-0.00224815221192404,0.0214552871507198,0.0375912280095184,-0.0467341101799867,-0.0810819864655524,"ONF_61"
"ONF_62",0.0420134290946244,-0.00807689046594261,-0.00424101962007689,0.0463695154406823,-0.00905850930929046,0.0224306536366056,0.0235181975481969,-0.0401986082285901,-0.0422061844888763,0.0138868522036522,-0.00234599756932765,0.0130912568720257,-0.01776210864936,-0.027364311552765,"ONF_62"
"ONF_63",-0.0181489666488591,-0.0320560056630674,-0.026354341814479,-0.021894164246953,-0.0214452887352544,0.0370369575925803,0.0510232373360421,0.0152729989451616,0.00982554379419297,0.0648396896131011,0.0738679307317753,0.0126089832439645,0.00756643879114119,0.0198311039518805,"ONF_63"
"ONF_64",-0.0282864713737957,-0.0637906472558989,-0.0992392659289326,-0.0854154473179442,-0.0158619668031,0.108118480575096,0.113990545418864,0.0138280075868845,0.0406855668108682,0.115843557990661,-0.0793871859925614,0.0546793373233355,0.00169515987616088,-0.0742626251076419,"ONF_64"
"OTM_33",0.0319775399786415,0.010805974213558,-0.0123162028836373,0.0219089586761218,-0.0378695214167593,0.0135644137006458,0.00105525941831867,-0.0294832022980406,-0.0729911554576757,0.0228312826486308,-0.0405979660073057,0.0177006008985785,-0.0162623233593703,-0.0344146936924675,"OTM_33"
"OTM_34",0.0212253258974576,0.0462143334245098,-0.00977827057541762,0.0347218311516643,-0.0642424727724834,0.0336970694461909,0.0403811294804827,-0.000838917266103023,-0.00291121174087922,0.024312055249333,-0.00252079834058121,-0.00311370869829703,-8.47582873963484e-05,0.00247688939799758,"OTM_34"
"OTM_35",-0.0159200374902137,0.0432128526918534,-0.0375571035983607,-0.0286905924599682,-0.0353709621720595,0.0441792676886182,0.0484170089884014,0.0155067922002624,-0.0184943925446303,0.0360624117853486,0.0472095695083825,0.0105979290708901,0.00944418512672941,0.0100242979415019,"OTM_35"
"OTM_36",-0.00379294134065592,0.0234725218113348,-0.0421609539179434,-0.0240458959927367,-0.0542049881240551,0.0535139777696718,0.0566183106650676,0.00363075846617592,0.00907406937999364,0.0466813541349568,-0.0247035633748518,0.00604604283949579,-0.00239044931129709,-0.00119142129565293,"OTM_36"
